Compound Score,Negative Score,Neutral Score,Positive Score,Tweet,TweetsAgo,User
0.3818,0.0,0.852,0.148,".@JonathanTurley on #Trump-Russia investigation: ""Many people in Washington hoped that they would have stockings fi… https://t.co/PPeqD559ag",23.0,@FoxNews
-0.6908,0.32,0.68,0.0,".@POTUS predicts mandate repeal will kill ObamaCare, spur replacement plan https://t.co/Vcms4T5ncL",24.0,@FoxNews
0.0,0.0,1.0,0.0,'The Office's' Jenna Fischer blasted over incorrect GOP tax bill tweet https://t.co/2ulVAPUczM,25.0,@FoxNews
-0.4404,0.225,0.775,0.0,"North Korean defector had anthrax antibodies in system, report says https://t.co/fKV0lS7fvS",26.0,@FoxNews
-0.4404,0.281,0.719,0.0,.@POTUS administration ends 2017 confronting Russia after year of collusion accusations https://t.co/0CohTPOswr,27.0,@FoxNews
0.3182,0.0,0.813,0.187,Maryland police officer rescues bald eagle on Christmas Eve https://t.co/kOq0HKUFHE https://t.co/RJxRR31yYG,28.0,@FoxNews
0.0,0.0,1.0,0.0,"Fetuses found in Detroit warehouse owned by body broker, report says https://t.co/SCwgJBpAZe",29.0,@FoxNews
0.34,0.0,0.821,0.179,Dustin Diamond stars as Harvey Weinstein in graphic new music video https://t.co/a6B3pPfWtE,30.0,@FoxNews
0.4939,0.0,0.789,0.211,Lt. Col. Peters: North Korea's Nuke Program Their All-In 'Hand of Poker' https://t.co/msasGMJhas,31.0,@FoxNews
-0.4019,0.182,0.711,0.107,".@dbongino on college campus violence &amp; liberals thinking ""words are violence"": ""They think by engaging in violence… https://t.co/R8XiT0UJBm",32.0,@FoxNews
0.0,0.0,1.0,0.0,".@MarkSteynOnline: If a President Were to Hold UN Accountable, 'Trump's the Guy Who Would' https://t.co/k5KHS7jGHH",33.0,@FoxNews
-0.3818,0.191,0.809,0.0,WATCH: @MLB Rookie Shocks Parents By Paying Off Mortgage for Christmas https://t.co/PdWOwzd72E,34.0,@FoxNews
-0.872,0.548,0.452,0.0,Kentucky man charged with harboring a vicious animal after fatal pit bull attack https://t.co/fg28T7QGpt,35.0,@FoxNews
-0.0772,0.158,0.702,0.14,".@Disney resorts add new security policy, removes 'Do Not Disturb' signs from rooms https://t.co/AHWhiGoqoK",36.0,@FoxNews
0.0,0.0,1.0,0.0,Opinion: Here's a New Year's resolution that can change your life (via @FoxNewsOpinion) https://t.co/PVl8lQevlz,37.0,@FoxNews
0.4939,0.0,0.833,0.167,"Republican strategist @chrisprudhome: ""What is the point of individuals having health care when you can't actually… https://t.co/C462wdeIjs",38.0,@FoxNews
0.0,0.0,1.0,0.0,Minnesota couple delivers Christmas Day baby on side of road https://t.co/jFZAN09jhC https://t.co/ya8LMQWVZw,39.0,@FoxNews
-0.296,0.095,0.905,0.0,".@FDD Senior Counselor John Hannah: ""There are no rules of the game in the cyber space, so as quickly as possible,… https://t.co/Q0JjhziZeO",40.0,@FoxNews
0.0,0.0,1.0,0.0,"Erie, Pennsylvania buried under more than four feet of snow https://t.co/LjrLIeoid2",41.0,@FoxNews
0.0,0.0,1.0,0.0,"""Republicans tend to come home and...support whoever the incumbent or whoever the nominee is."" - Republican Strateg… https://t.co/NgF9nbg2fr",42.0,@FoxNews
-0.6124,0.25,0.75,0.0,"Galveston, Texas considers storm surge barriers after Hurricane Harvey devastated the area. https://t.co/7gvhcjy8NM",43.0,@FoxNews
0.0,0.099,0.802,0.099,"""The inefficiency and overspending of the @UN are well known."" @Nikkihaley announces a $285M cut in the 2018-19 UN… https://t.co/iXA8abj4c8",44.0,@FoxNews
-0.3818,0.178,0.822,0.0,WATCH: MLB Rookie @PavinSmith Shocks Parents By Paying Off Mortgage for Christmas https://t.co/Oa2ONJ6F4V,45.0,@FoxNews
-0.2716,0.122,0.878,0.0,"Former Federal Prosecutor Doug Burns: The Russia investigation is ""a highly charged, politically toxic situation."" https://t.co/6CkKAlVn7Y",46.0,@FoxNews
0.0,0.0,1.0,0.0,Thomas Wildfire is now the biggest in California history https://t.co/DzvGVF6aQa https://t.co/D741JnB5wS,47.0,@FoxNews
-0.5423,0.304,0.696,0.0,OPINION @TheJuanWilliams: GOP will suffer for tax giveaway https://t.co/VE4Y6hZgXp,48.0,@FoxNews
0.4939,0.0,0.833,0.167,OPINION: US funding can save millions of lives through public health programs in 2018 (via @FoxNewsOpinion) https://t.co/cAAje5nCbN,49.0,@FoxNews
-0.5267,0.159,0.841,0.0,"""In order to have diplomacy work, you do need to have a credible threat of force."" -@Georgetown Adjunct Professor… https://t.co/MK9U9WO60k",50.0,@FoxNews
0.4215,0.0,0.865,0.135,".@hgurdon: Infrastructure spending ""may be an opportunity for the Democrats who are going to hammer @POTUS and the… https://t.co/417Mng9sNJ",51.0,@FoxNews
0.4939,0.0,0.789,0.211,Lt. Col. Peters: North Korea's Nuke Program Their All-In 'Hand of Poker' https://t.co/vD67ytAgUf,52.0,@FoxNews
-0.3818,0.157,0.843,0.0,".@BuckSexton: ""The #Obama administration was inept...at defeating the Islamic State, and the #Trump administration'… https://t.co/P2GAnujhlV",53.0,@FoxNews
-0.296,0.121,0.879,0.0,"""Donald #Trump and Republicans are now leading a crusade to undermine the credibility of the @FBI."" -… https://t.co/NziLWovL7F",54.0,@FoxNews
-0.7906,0.28,0.72,0.0,".@LisaMarieBoothe on the Mueller probe: ""We are talking about a few bad actors, but we're talking about a few bad a… https://t.co/rrfRarsivD",55.0,@FoxNews
0.0,0.0,1.0,0.0,Moments ago the White House released a statement from @realDonaldTrump on the first day of Kwanzaa. https://t.co/B18ZUEcczr,56.0,@FoxNews
0.0,0.0,1.0,0.0,.@dbongino: FBI 'Housecleaning Needs to Happen Right Now' https://t.co/YTA0K1gYL3,57.0,@FoxNews
-0.296,0.136,0.864,0.0,".@KatTimpf on spending cuts: ""There's nobody who's concerned about the purse strings anymore."" @OutnumberedFNC https://t.co/kPRkyiTrNh",58.0,@FoxNews
0.0,0.0,1.0,0.0,".@BuckSexton: ""Now the Republicans going into the midterms get to say, 'We do stuff. We have points on the board.'""… https://t.co/VbiIpA1J3K",59.0,@FoxNews
-0.3818,0.218,0.644,0.139,Piers Morgan says viewer saved him from cancer by spotting mark on his chest https://t.co/8yOMVOWZxx,60.0,@FoxNews
-0.5875,0.256,0.744,0.0,".@ThirdWayTweet co-founder @ThirdWayKessler: If @POTUS doesn't boost his approval ratings, ""people are going to be… https://t.co/5TH71Wiptf",61.0,@FoxNews
-0.4717,0.146,0.854,0.0,".@LawrenceBJones3 on @JeffFlake: ""You can't even win a primary in your own state...you think you can run for presid… https://t.co/yiXRWlo5nm",62.0,@FoxNews
0.6369,0.0,0.656,0.344,.@replouiegohmert: Mueller Would 'Love to Get Trump's Scalp' https://t.co/hktyz2wn3g,63.0,@FoxNews
0.6249,0.0,0.788,0.212,"@KMCRadio: ""On nearly every agenda item that you can point to, [@POTUS has]  either fulfilled the promise or he's m… https://t.co/soXZMzlQpi",64.0,@FoxNews
-0.3818,0.178,0.822,0.0,Uneasiness as N. Korea plans 'satellite' launch for space program https://t.co/n5EW5MBiBk #FoxNewsWorld https://t.co/805kN69w1t,65.0,@FoxNews
0.5106,0.0,0.798,0.202,"Democratic Commentator Monique Pressley: ""From a Democrat's perspective, and from an honest Republican's perspectiv… https://t.co/tQTWrJoptO",66.0,@FoxNews
0.5423,0.0,0.821,0.179,"Retiring GOP Rep: Republican 'Litmus Test' Used to Be Ideological, Now It's 'Loyalty to the Man'  https://t.co/nnseCVp4DX",67.0,@FoxNews
-0.1027,0.159,0.654,0.187,"Criminal Defense Attorney Yosha Gunasekera: ""Apple promised consumers a phone that works, not a phone that later sl… https://t.co/qit4Tc8vUv",68.0,@FoxNews
0.0,0.0,1.0,0.0,"Steyn: If a President Were to Hold UN Accountable, 'Trump's the Guy Who Would' https://t.co/kmZr4J1PNc",69.0,@FoxNews
-0.6801,0.318,0.682,0.0,".@jessecordweber: ""Consumers had absolutely no idea and [those are] deceptive, unfair business practices.""… https://t.co/oPkYnt47m5",70.0,@FoxNews
0.25,0.0,0.913,0.087,"Lt. Col. Ralph Peters: ""When the North Koreans say it's a 'pipe dream' for anyone to think that they'll give up the… https://t.co/KPksMBvwHx",71.0,@FoxNews
0.0,0.0,1.0,0.0,"2017 Year in Review, @ShepNewsTeam reports https://t.co/59PpET6yIv",72.0,@FoxNews
0.5994,0.161,0.435,0.404,.@POTUS Celebrating Major Progress in the Fight Against ISIS https://t.co/NvfqpblFJr,73.0,@FoxNews
-0.5267,0.328,0.672,0.0,FDNY Firefighter Seriously Injured on 9/11 Donates Kidney to Stranger https://t.co/Q54jJj9Lz4,74.0,@FoxNews
0.0,0.0,1.0,0.0,"Former @BarackObama Campaign Regional Director @robinbiro: ""It's the @POTUS that keeps roping [the @FBI] in to poli… https://t.co/rG7l4rfR1a",75.0,@FoxNews
-0.7717,0.401,0.599,0.0,"Suspect shot, killed woman, two children in Phoenix on Christmas https://t.co/1qMvajQ8hy https://t.co/MIweCrjpeS",76.0,@FoxNews
-0.1027,0.135,0.865,0.0,Pennsylvania woman stunned by $284 billion electric bill https://t.co/CVPk8dKd11 https://t.co/YT9rltSTU2,77.0,@FoxNews
0.0,0.0,1.0,0.0,"Former Missouri Senator John Loudon on #ObamaCare: ""People have coverage, but they can't access it, either because… https://t.co/yT3mNrZiJd",78.0,@FoxNews
0.4754,0.0,0.829,0.171,"Former DNC Communications Director @hodge: ""#Obamacare is more popular now than it's ever been."" @AmericaNewsroom https://t.co/9N8DHzPROI",79.0,@FoxNews
0.0,0.0,1.0,0.0,WATCH: President Trump Teleconferences With Troops for Christmas https://t.co/6geixt2OW8,80.0,@FoxNews
0.0772,0.0,0.794,0.206,Arlington Memorial Bridge Awaits Rehab https://t.co/2BBhFSNXFl,81.0,@FoxNews
0.0,0.0,1.0,0.0,'The Office's' Jenna Fischer blasted over incorrect GOP tax bill tweet https://t.co/mS40XREwXM,82.0,@FoxNews
0.0,0.0,1.0,0.0,Trump makes historic mark on federal bench in first year – and 2018 could be bigger https://t.co/5LKFWKKT6M,83.0,@FoxNews
0.2709,0.091,0.772,0.137,.@AmbJohnBolton: “There’s nothing that speaks like American money at the UN…The stage is now set for some pretty dr… https://t.co/Lf3hxz64Dp,84.0,@FoxNews
0.4215,0.0,0.859,0.141,.@AmbJohnBolton: “I think this is a real opportunity for the Trump administration…There are plenty of parts of the… https://t.co/DVpbEIvlC0,85.0,@FoxNews
-0.6908,0.32,0.68,0.0,".@POTUS predicts mandate repeal will kill ObamaCare, spur replacement plan https://t.co/iTL7csg4Rr",86.0,@FoxNews
0.0,0.0,1.0,0.0,JetBlue plane slides off taxiway at Boston airport https://t.co/LKLAa8Psa1,87.0,@FoxNews
0.0,0.0,1.0,0.0,".@MarkSteynOnline on @foxandfriends: “If you have chain migration, you don’t have an immigration system…All countri… https://t.co/dXDMqVsOOl",88.0,@FoxNews
0.0,0.0,1.0,0.0,.@MarkSteynOnline on @POTUS: “He is the one guy who could actually rollback the U.N.” @foxandfriends… https://t.co/zkOGomV6Ud,89.0,@FoxNews
0.2263,0.0,0.905,0.095,".@replouiegohmert on @foxandfriends: “My impression is: Since the day Mueller went in, he has not been the upstandi… https://t.co/LQ8ozdvaiX",90.0,@FoxNews
0.765,0.0,0.68,0.32,Reunited With a Hero: Here Are Some of Our Favorite Military Homecomings of the Past Year https://t.co/NuK9JTddFm,91.0,@FoxNews
0.0,0.0,1.0,0.0,Mother Gives Birth on the Side of the Road on Christmas https://t.co/dpa4Ucs9Vf,92.0,@FoxNews
0.296,0.0,0.849,0.151,".@jasoninthehouse on the tax bill: ""[Republicans] want to allow the American people to keep their own money in thei… https://t.co/z7d6pELspF",93.0,@FoxNews
0.0,0.0,1.0,0.0,Trump administration set to unveil $1 trillion infrastructure proposal in 2018 https://t.co/U3nkoYFzDc,94.0,@FoxNews
-0.4588,0.193,0.697,0.111,"Sheriff Chuck Jenkins on MS-13: ""We have to treat this group as we would any other terrorist group."" https://t.co/s3FSiwSuoW",95.0,@FoxNews
-0.4767,0.193,0.807,0.0,"'My Big Fat Greek Wedding' actress arrested for shoplifting food, claims she's destitute https://t.co/2k4TCEPCG7",96.0,@FoxNews
0.0,0.0,1.0,0.0,Infrastructure on 2018 Agenda https://t.co/83K7CfKTaT,97.0,@FoxNews
0.0,0.0,1.0,0.0,Chicago police stun-gun policy changes have officers' union balking https://t.co/9Rdh6gCoJg,98.0,@FoxNews
0.128,0.0,0.927,0.073,".@Jehmu: ""It doesn't take rocket science to know that there's going to be an independent challenger and probably on… https://t.co/qpdaVLoTgd",99.0,@FoxNews
-0.2732,0.189,0.811,0.0,Haley announces $285M cut in 2018-19 UN operating budget https://t.co/cH1XJVTxCa,100.0,@FoxNews
0.0,0.0,1.0,0.0,"RT @NYTObits: After an Italian court declared her to be Puccini's granddaughter, Simonetta Puccini worked to maintain and foster his legacy…",1.0,@nytimes
0.0,0.0,1.0,0.0,Evening Briefing: Here's what you need to know at the end of the day https://t.co/bYow19aF9o,2.0,@nytimes
0.7506,0.0,0.697,0.303,"This hearty soup requires a good afternoon simmer, filling your house with the aromas of all things good and warming https://t.co/vrPA0svOfj",3.0,@nytimes
0.0,0.0,1.0,0.0,Uber and Lyft cars have slowed traffic in Manhattan to a crawl. One idea to fix it? Charge riders even more. https://t.co/cr6HkmM9RG,4.0,@nytimes
0.5267,0.0,0.833,0.167,"Meet Fabulous Flournoy, a 44-year-old from the South Bronx who's a basketball legend in Britain and much, much more https://t.co/73Qp23x7wr",5.0,@nytimes
0.0,0.0,1.0,0.0,How far New York's attorney general is willing to go in taking on Trump could define his political career. One read… https://t.co/viCdjKiden,6.0,@nytimes
0.0,0.0,1.0,0.0,"The Golden State Warriors appear to be building their most well-rounded team yet, writes @TheSteinLine https://t.co/w9z2MuNdVy",7.0,@nytimes
0.7579,0.0,0.681,0.319,"A perfume store encourages consumers to trust their noses, labeling fragrances only by number. One of the most popu… https://t.co/eClGf55ye7",8.0,@nytimes
0.0,0.0,1.0,0.0,Uber and Lyft cars have slowed traffic in Manhattan to a crawl. One idea a state task force is weighing: charging p… https://t.co/UiFmlSinvL,9.0,@nytimes
0.7184,0.0,0.727,0.273,"RT @UpshotNYT: Taiwan's health care overhaul: what worked, what didn't, and what the United States can learn. https://t.co/czBqCXufgq",10.0,@nytimes
0.0,0.0,1.0,0.0,"From classic to spicy to spiked, make these hot chocolate recipes https://t.co/XSs8dSsy90 https://t.co/OviZKIfWjU",11.0,@nytimes
0.0,0.0,1.0,0.0,"Mary Tyler Moore, Chuck Berry, Jerry Lewis. Remembering the lives that touched our own. https://t.co/QTpE1MuGLH",12.0,@nytimes
0.0,0.0,1.0,0.0,The Betoota Advocate is increasingly one of Australia's most widely read newspapers. It's also completely made up. https://t.co/EM2PgZU2PC,13.0,@nytimes
0.5267,0.0,0.866,0.134,RT @NYTSports: Fabulous Flournoy is a 44-year-old basketball legend in Britain who grew up in the Bronx and ate 30-40 bananas every day for…,14.0,@nytimes
0.0,0.0,1.0,0.0,"RT @nytimesbooks: James Baldwin was writing for his life, and the nation looked away https://t.co/fe1eEZJBcA",15.0,@nytimes
0.127,0.11,0.717,0.173,"“I do not pay you to criticize me.” Mexico's government pours cash into media advertising, gaining control over new… https://t.co/Uf5hr7a0kh",16.0,@nytimes
-0.6597,0.265,0.735,0.0,"Senator Orrin Hatch said he was “grateful” for a scathing editorial suggesting he resign, prompting ridicule. A spo… https://t.co/WMFUkTlCZG",17.0,@nytimes
-0.3182,0.202,0.673,0.125,"Andrew taught his mother how to be happy. Then when he was 13, he was diagnosed with an aggressive form of cancer. https://t.co/T4UcXS9kwZ",18.0,@nytimes
0.0516,0.122,0.748,0.13,"""It felt terrible to wrestle with ethical and professional questions when all I wanted to do was be with my friend.… https://t.co/gJiRFIZVmA",19.0,@nytimes
0.1779,0.0,0.922,0.078,"“It’s over now for us.” Our reporter visited the last native speaker of an Amazon tribe’s language, who feels overw… https://t.co/qzDjPFsvEf",20.0,@nytimes
0.0,0.0,1.0,0.0,"RT @NYTObits: After an Italian court declared her to be Puccini's granddaughter, Simonetta Puccini worked to maintain and foster his legacy…",21.0,@nytimes
0.0,0.0,1.0,0.0,Evening Briefing: Here's what you need to know at the end of the day https://t.co/bYow19aF9o,22.0,@nytimes
0.7506,0.0,0.697,0.303,"This hearty soup requires a good afternoon simmer, filling your house with the aromas of all things good and warming https://t.co/vrPA0svOfj",23.0,@nytimes
0.0,0.0,1.0,0.0,Uber and Lyft cars have slowed traffic in Manhattan to a crawl. One idea to fix it? Charge riders even more. https://t.co/cr6HkmM9RG,24.0,@nytimes
0.5267,0.0,0.833,0.167,"Meet Fabulous Flournoy, a 44-year-old from the South Bronx who's a basketball legend in Britain and much, much more https://t.co/73Qp23x7wr",25.0,@nytimes
0.0,0.0,1.0,0.0,How far New York's attorney general is willing to go in taking on Trump could define his political career. One read… https://t.co/viCdjKiden,26.0,@nytimes
0.0,0.0,1.0,0.0,"The Golden State Warriors appear to be building their most well-rounded team yet, writes @TheSteinLine https://t.co/w9z2MuNdVy",27.0,@nytimes
0.7579,0.0,0.681,0.319,"A perfume store encourages consumers to trust their noses, labeling fragrances only by number. One of the most popu… https://t.co/eClGf55ye7",28.0,@nytimes
0.0,0.0,1.0,0.0,Uber and Lyft cars have slowed traffic in Manhattan to a crawl. One idea a state task force is weighing: charging p… https://t.co/UiFmlSinvL,29.0,@nytimes
0.7184,0.0,0.727,0.273,"RT @UpshotNYT: Taiwan's health care overhaul: what worked, what didn't, and what the United States can learn. https://t.co/czBqCXufgq",30.0,@nytimes
0.0,0.0,1.0,0.0,"From classic to spicy to spiked, make these hot chocolate recipes https://t.co/XSs8dSsy90 https://t.co/OviZKIfWjU",31.0,@nytimes
0.0,0.0,1.0,0.0,"Mary Tyler Moore, Chuck Berry, Jerry Lewis. Remembering the lives that touched our own. https://t.co/QTpE1MuGLH",32.0,@nytimes
0.0,0.0,1.0,0.0,The Betoota Advocate is increasingly one of Australia's most widely read newspapers. It's also completely made up. https://t.co/EM2PgZU2PC,33.0,@nytimes
0.5267,0.0,0.866,0.134,RT @NYTSports: Fabulous Flournoy is a 44-year-old basketball legend in Britain who grew up in the Bronx and ate 30-40 bananas every day for…,34.0,@nytimes
0.0,0.0,1.0,0.0,"RT @nytimesbooks: James Baldwin was writing for his life, and the nation looked away https://t.co/fe1eEZJBcA",35.0,@nytimes
0.127,0.11,0.717,0.173,"“I do not pay you to criticize me.” Mexico's government pours cash into media advertising, gaining control over new… https://t.co/Uf5hr7a0kh",36.0,@nytimes
-0.6597,0.265,0.735,0.0,"Senator Orrin Hatch said he was “grateful” for a scathing editorial suggesting he resign, prompting ridicule. A spo… https://t.co/WMFUkTlCZG",37.0,@nytimes
-0.3182,0.202,0.673,0.125,"Andrew taught his mother how to be happy. Then when he was 13, he was diagnosed with an aggressive form of cancer. https://t.co/T4UcXS9kwZ",38.0,@nytimes
0.0516,0.122,0.748,0.13,"""It felt terrible to wrestle with ethical and professional questions when all I wanted to do was be with my friend.… https://t.co/gJiRFIZVmA",39.0,@nytimes
0.1779,0.0,0.922,0.078,"“It’s over now for us.” Our reporter visited the last native speaker of an Amazon tribe’s language, who feels overw… https://t.co/qzDjPFsvEf",40.0,@nytimes
0.0,0.0,1.0,0.0,To swipe or not to swipe? That’s the question on every iPhone X user’s mind now that the home button is gone.… https://t.co/Bo69e1v0tG,41.0,@nytimes
0.34,0.0,0.882,0.118,"About 2,000 Homeland Security employees are now deployed to over 70 countries, a move that has some allies calling… https://t.co/SuDNZ3Lk3d",42.0,@nytimes
0.0,0.0,1.0,0.0,"RT @UpshotNYT: With one week to go in the regular season, all the playoff trees. https://t.co/L5XhzxeqTd",43.0,@nytimes
0.7906,0.0,0.654,0.346,"Opinion: ""It doesn’t matter that he’s from a good home, with loving parents; all that matters to the white world is… https://t.co/a7FGArrEtA",44.0,@nytimes
0.4767,0.0,0.871,0.129,"It's not your imagination. More of your Facebook friends are asking you for money, and the platform is making it ea… https://t.co/TPewC2QHnZ",45.0,@nytimes
0.079,0.131,0.727,0.142,RT @HannaIngber: A beautiful Times Insider by @leslyedavis who spent 5 years following a very sick boy to tell his story. On how their live…,46.0,@nytimes
0.0,0.0,1.0,0.0,A bowl of this hearty soup is the kind of thing that cures what ails you https://t.co/gIGrfjH3vt,47.0,@nytimes
-0.5574,0.159,0.841,0.0,A father's effort to ban junk food sales in and near schools aims to change what children eat in India https://t.co/vEUHlvsuLp,48.0,@nytimes
0.296,0.0,0.864,0.136,Journalists Cokie and Steven Roberts share the secret to their 51 years of marriage https://t.co/5AXakllevE,49.0,@nytimes
0.0,0.0,1.0,0.0,"The NYT review of ""All the Money in the World,"" the Ridley Scott movie from which Kevin Spacey was removed https://t.co/myOjxsHRuu",50.0,@nytimes
-0.2732,0.091,0.909,0.0,"In the wake of the Texas church massacre, New York, San Francisco and Philadelphia are suing the Pentagon for its f… https://t.co/0U7mhvV4Fe",51.0,@nytimes
-0.4404,0.132,0.868,0.0,"“If a professional reporter wants to cover the dirty elements of what is happening in the country today, neither th… https://t.co/pm9gwIiUPq",52.0,@nytimes
0.0,0.0,1.0,0.0,El gobierno de Enrique Peña Nieto gasta millones de dólares en publicidad en medios y así logra control sobre la co… https://t.co/8m0BQ8x8AE,53.0,@nytimes
0.8126,0.0,0.739,0.261,"RT @TheSteinLine: On Pro Basketball column from Tuesday’s @NYTSports: They won the big one on Christmas Day, but these Warriors are happy t…",54.0,@nytimes
0.0,0.0,1.0,0.0,"The survival of the Taushiro tribe has suddenly come down to a sole, complicated man https://t.co/K7PhaoKV5g https://t.co/tToWiyK5bi",55.0,@nytimes
0.0,0.0,1.0,0.0,How did pop culture look from inside the White House and the halls of Congress in 2017? We look back. https://t.co/7dwZQcO7t7,56.0,@nytimes
0.34,0.0,0.87,0.13,"Jenna Fischer's first real acting job before she played Pam on ""The Office"": a sex education video https://t.co/6tIz3DK0H9",57.0,@nytimes
0.0,0.0,1.0,0.0,"As the year comes to a close, the Islamic State is far from being vanquished in eastern Afghanistan https://t.co/FilGGbAfnj",58.0,@nytimes
0.0,0.0,1.0,0.0,"The magnitude of the Gardner heist, and the fact that it remains unsolved, is an open wound for Bostonians. Hence t… https://t.co/4WyKJFRu9A",59.0,@nytimes
0.0,0.0,1.0,0.0,"The presents are opened, Santa’s cookies are eaten, but the tree remains. Now what?https://t.co/LxGWhto1zU",60.0,@nytimes
0.0,0.0,1.0,0.0,"From handwashing to laundromats, people in different parts of the world gather together to do laundry. Enter those… https://t.co/oVSY86RmBm",61.0,@nytimes
-0.8519,0.304,0.696,0.0,"India is ""sitting on a volcano"" of diabetes, but a father’s battle to ban junk food sales near schools has set off… https://t.co/a3ArFztwMO",62.0,@nytimes
0.0,0.0,1.0,0.0,"Opinion: ""What does it mean that Trump didn’t have the nerve, for a single night, to be in a room with artists who… https://t.co/qu9jEh3zbU",63.0,@nytimes
0.0,0.0,1.0,0.0,Morning Briefing: Here's what you need to know to start your day https://t.co/1aia46lEuv,64.0,@nytimes
0.4588,0.077,0.739,0.183,The sliver of the U.S. that did get ahead from Reagan-era tax cuts was the one at the tippy top: the richest Americ… https://t.co/swLF26KtWA,65.0,@nytimes
0.0,0.0,1.0,0.0,"Oaxaca is justly famous for its mole and chocolate, but there's also a complex heritage to explore https://t.co/zkAXZ2HlRi",66.0,@nytimes
0.0,0.0,1.0,0.0,"The human body makes tens of thousands of cellular proteins, each for a particular task. Now researchers have learn… https://t.co/QFP4fF48jD",67.0,@nytimes
0.0,0.0,1.0,0.0,How far New York's attorney general is willing to go in taking on Trump could define his political career https://t.co/Vd8EfQbI5d,68.0,@nytimes
-0.4767,0.171,0.829,0.0,"After Juan Carlos Hernandez Pacheco was arrested for being undocumented, a reporter first turned to neighbors https://t.co/BqrhrtT0cQ",69.0,@nytimes
0.0,0.0,1.0,0.0,Morning Briefing: Here's what you need to know to start your day https://t.co/nqySvnJRL5,70.0,@nytimes
0.0,0.0,1.0,0.0,"Thousands once spoke his language. Now, he’s the only one. https://t.co/vIVx56rbCJ https://t.co/DyEFtco0jS",71.0,@nytimes
-0.2023,0.168,0.657,0.175,RT @nytimesworld: A film about a teacher raped by the son of a powerful politician became a chance for Pakistani women to speak out https:/…,72.0,@nytimes
0.0,0.0,1.0,0.0,Major news events in 2017 were big — often big enough to be seen from far above https://t.co/kI2Ff7dVWg,73.0,@nytimes
0.0,0.0,1.0,0.0,A far-right politician called Berlin's Holocaust Memorial  “a monument of shame.” So an art group built a replica o… https://t.co/Cs05PceZa0,74.0,@nytimes
-0.6705,0.478,0.522,0.0,Cross-Border Clashes in Kashmir Leave 7 Soldiers Dead https://t.co/SfcBmNXKO6,75.0,@nytimes
0.5267,0.0,0.672,0.328,6 More Shows to See if You Still Need Holiday Spirit https://t.co/pgAU4vYJbA,76.0,@nytimes
-0.2023,0.266,0.584,0.149,Op-Ed Contributor: The Hard Truth About the West’s Wild Horse Problem https://t.co/cMV8KDxhfx,77.0,@nytimes
0.6369,0.0,0.792,0.208,"What music do Americans love the most? We made a playlist for each neighborhood. https://t.co/UVRYdpKt0I

This was… https://t.co/ycDwy5gm7y",78.0,@nytimes
-0.3818,0.245,0.755,0.0,New York’s Attorney General in Battle With Trump https://t.co/xzTxBXRsLi,79.0,@nytimes
-0.296,0.099,0.901,0.0,"Eminem's album, a self-lacerating work that also takes aim at President Trump, is his 8th in a row to debut at No. 1 https://t.co/vxTXUQwSzT",80.0,@nytimes
0.0,0.0,1.0,0.0,Coyotes Are Colonizing Cities. Step Forward the Urban Hunter. https://t.co/FA90Qu0J3M,81.0,@nytimes
0.0,0.0,1.0,0.0,The Year in Gender https://t.co/eKhXdZdDxV,82.0,@nytimes
-0.0686,0.066,0.878,0.056,"RT @DougSchorzman: “If you tie a Taliban fighter to the trunk of this tree, and then you tell him ISIS is coming, he will run so hard that…",83.0,@nytimes
0.0,0.0,1.0,0.0,"In some New York City neighborhoods, cashless is fast on its way to becoming normal https://t.co/NYa2lRKEd6",84.0,@nytimes
-0.561,0.153,0.847,0.0,"“We will campaign against this fake election and persuade people not to take part in it,” said Aleksei A. Navalny,… https://t.co/n9Hp7NH8co",85.0,@nytimes
0.0,0.0,1.0,0.0,RT @peterbakernyt: Lebanon’s Prime Minister Hariri thought he was going on a desert camping trip with Saudi’s Crown Prince Mohammed. Then h…,86.0,@nytimes
-0.6908,0.207,0.793,0.0,Queen Elizabeth II's Christmas message this year paid tribute to young survivors of the terrorist bombing in Manche… https://t.co/VNCHELZGnY,87.0,@nytimes
0.0,0.0,1.0,0.0,"North Korea’s next nuclear test could take place not underground but over the Pacific Ocean, analysts say https://t.co/dsXOYVio6f",88.0,@nytimes
0.4767,0.086,0.706,0.208,"""We will no longer let the generosity of the American people be taken advantage of or remain unchecked,"" said Nikki… https://t.co/4RtTQc0tc7",89.0,@nytimes
-0.6597,0.34,0.534,0.126,These lab-made cellular proteins may one day protect against cancer or the flu https://t.co/LCW0sig8oh,90.0,@nytimes
0.0,0.0,1.0,0.0,Coyotes are adapting to city life. So are their hunters. https://t.co/uiavZyHqGO,91.0,@nytimes
0.0,0.0,1.0,0.0,Got an iPhone X? Learn these 11 gestures. https://t.co/4jpVFsllAS,92.0,@nytimes
0.1027,0.097,0.787,0.116,"A Mexican newspaper gets an infusion of government cash. Now, a critic says, “The paper has been like a spokesman f… https://t.co/arqlhrW007",93.0,@nytimes
0.1531,0.0,0.938,0.062,"""If you tie a Taliban fighter to the trunk of this tree, and then you tell him ISIS is coming, he will run so hard… https://t.co/XFxU2m4Hhh",94.0,@nytimes
-0.6486,0.177,0.823,0.0,"RT @nytimesbusiness: William Agee, a star CEO in the 1970s, is dead at 79. His relationship with a female subordinate, Mary Cunningham, rai…",95.0,@nytimes
